,symbol,date,fiscalYear,period,reportedCurrency,grossProfitMargin,ebitMargin,ebitdaMargin,operatingProfitMargin,pretaxProfitMargin,continuousOperationsProfitMargin,netProfitMargin,bottomLineProfitMargin,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,solvencyRatio,cashRatio,priceToEarningsRatio,priceToEarningsGrowthRatio,forwardPriceToEarningsGrowthRatio,priceToBookRatio,priceToSalesRatio,priceToFreeCashFlowRatio,priceToOperatingCashFlowRatio,debtToAssetsRatio,debtToEquityRatio,debtToCapitalRatio,longTermDebtToCapitalRatio,financialLeverageRatio,workingCapitalTurnoverRatio,operatingCashFlowRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,debtServiceCoverageRatio,interestCoverageRatio,shortTermOperatingCashFlowCoverageRatio,operatingCashFlowCoverageRatio,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,dividendYield,dividendYieldPercentage,revenuePerShare,netIncomePerShare,interestDebtPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,operatingCashFlowPerShare,capexPerShare,freeCashFlowPerShare,netIncomePerEBT,ebtPerEbit,priceToFairValue,debtToMarketCap,effectiveTaxRate,enterpriseValueMultiple,dividendPerShare
0,NKE,2025-05-31,2025,FY,USD,0.42734673605562634,0.07994126411712627,0.09738927638256062,0.07994126411712627,0.08389297976635211,0.06951132609212032,0.06951132609212032,0.06951132609212032,9.81746873012508,7.622592699051451,3.5410602216584324,6.141777188328913,1.2659996172667378,2.2110543251940187,1.5022714366837024,0.17234443208080116,0.7064168086314594,27.949702081391738,-0.6609489297234776,-0.6609489297234776,6.809209944751382,1.942820855557235,27.53062760097919,24.329391833423472,0.3012110773941332,0.8338757284492545,0.45470678057034375,0.3759799754415793,2.7684098993415573,3.3575493927859346,0.34999053568048455,0.07985488781878253,0.8837209302325582,13.07482993197279,12.809688581314878,739.6,0.33563260119803956,8.6,1.3545787545787547,0.7145076110593352,0.02556405105781209,2.556405105781209,31.18661189305677,2.167822749006667,7.614654185467034,6.162704559229578,8.898242305879183,8.562192740251868,8.898242305879183,2.4904033941679575,0.28958179001952994,2.2008216041484276,0.8285714285714286,1.0494327390599676,6.809209944751382,0.08854053509849179,0.17142857142857143,20.737049002217294,1.5489258535928345
