,symbol,date,fiscalYear,period,reportedCurrency,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,currentRatio,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue
0,UA,2026-03-31,2026,FY,USD,2469869250,4100334250,0.8256199699176662,-54.607051060089496,-25.28526390113651,55.2382358884548,21.965041088508688,1.6213655171262165,0.15149613734078762,,-2.620872648420559,2.4672235192218666,5.676009380385952,1041897000,2720761000,-0.11224577608865106,-0.008120859535837799,-0.1264893944169322,-0.3504362397126616,-0.01013605331129308,-0.012922303341331655,-0.20067580500465762,-0.06565651197932847,-1.159639356488387,0.7943132371856271,0.01753292646339278,0.46195732496773295,0,0,0.11260721417743168,678841500,425010500,930293500,50.112912449132864,56.63062804523119,123.31768612659889,173.43059857573175,116.79997053050056,-1792628000,113282557.98418048,917121000,-282651000
