,symbol,date,fiscalYear,period,reportedCurrency,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,currentRatio,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue
0,LULU,2026-02-01,2025,FY,USD,21307117480,21298356480,1.9183215174823915,13.290896830344522,23.108315273822118,7.786778083463885,-0.003203062304515766,2.258327205453848,1.0147506653757037,111.59667429509697,-5.835652331044453,0.7053176755173256,1,2375153000,6230248000,0.18673654857431518,0.2752939205923275,0.1910560326966787,0.3182656030827274,0.22702449362954524,0.3365123123913965,0.07411528103143494,0.04325667237087013,0.42484353909603695,1.3719540211354457,0.061319150469259454,0.3662706032821141,0,0.005602561562156612,0.022608467586161717,246541500,301413500,1571417000,6.2678836488750385,25.105212901694063,128.83241001081672,135.10029365969174,109.99508075799768,921675000,985369000,4770646000,767798000
