,symbol,date,fiscalYear,period,reportedCurrency,grossProfitMargin,ebitMargin,ebitdaMargin,operatingProfitMargin,pretaxProfitMargin,continuousOperationsProfitMargin,netProfitMargin,bottomLineProfitMargin,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,solvencyRatio,cashRatio,priceToEarningsRatio,priceToEarningsGrowthRatio,forwardPriceToEarningsGrowthRatio,priceToBookRatio,priceToSalesRatio,priceToFreeCashFlowRatio,priceToOperatingCashFlowRatio,debtToAssetsRatio,debtToEquityRatio,debtToCapitalRatio,longTermDebtToCapitalRatio,financialLeverageRatio,workingCapitalTurnoverRatio,operatingCashFlowRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,debtServiceCoverageRatio,interestCoverageRatio,shortTermOperatingCashFlowCoverageRatio,operatingCashFlowCoverageRatio,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,dividendYield,dividendYieldPercentage,revenuePerShare,netIncomePerShare,interestDebtPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,operatingCashFlowPerShare,capexPerShare,freeCashFlowPerShare,netIncomePerEBT,ebtPerEbit,priceToFairValue,debtToMarketCap,effectiveTaxRate,enterpriseValueMultiple,dividendPerShare
0,ONON,2025-12-31,2025,FY,CHF,0.6283012603470642,0.12511612465726785,0.16738553360088204,0.12511612465726785,0.068082282274036,0.06758460489849978,0.06758460489849978,0.06758460489849978,9.414646612892456,6.903879257886711,2.545784915313474,4.472286622499586,1.014048482557778,2.709000554327488,2.129486474132,0.2625568521446909,1.4079237989225108,62.44085864108579,-3.694417469597576,-3.694417469597576,7.4329825674260315,4.220040760780859,47.97888623775102,37.63077782211193,0.20490935995419535,0.35591766680704834,0.26249209337700635,0.0017123282713289805,1.7369517277620155,2.4616167108458056,0.4451107303046755,0.112143330672829,0.7843195366319919,2.888224363629569,12.739865434794229,2.338203138414443,0.5549711068502563,4.636488555264902,4.636488555264902,0,0,0,8.73584263512624,0.590408472950476,1.8510500192369155,3.09876997213698,4.959733413281258,4.795057139844047,4.959733413281258,0.9796664893367598,0.21129492236626204,0.7683715669704977,0.9926900603370928,0.5441527417871568,7.4329825674260315,0.011595898210703302,0.007309934560210431,24.299544761349956,0
