,symbol,date,fiscalYear,period,reportedCurrency,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,currentRatio,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue
0,ONON,2025-12-31,2025,FY,CHF,12147384570.001043,11707985978.001043,4.06739226613708,36.2695868022989,46.24338054620822,24.299544761349956,-0.9119575112611392,2.709000554327488,1.6593028965878933,8.117021879512146,0.7773510053901026,0.9926900603370928,0.5441527417871568,1239406374,1937298282,0.06853406604159067,0.13811103135030253,0.0698696572782341,0.11904036442149699,0.15879245744045092,0.1704111884112708,0.016015154528032143,0.020842501325367874,0.21568046336800803,0.572213478438088,0.024187125523147505,0.5031851356897963,0,0,0.019115468554895803,275923467.5,160737926.5,419738447,38.76937871466864,52.86882727316514,143.37424886306857,182.14362757773722,129.27480030457207,247738131,154743945.31519312,1579992843,760262681
